x, y, theta, stamp, 
-0.7512205243110657, -0.8620966672897339, -2.6398792436254737, 1729718274.890859, 
-0.7654551267623901, -0.8697364330291748, -2.6394195189937864, 1729718274.9918704, 
-0.7774777412414551, -0.8761388063430786, -2.6395187285397506, 1729718275.0808773, 
-0.7902272939682007, -0.8829903602600098, -2.6383621614147894, 1729718275.1807227, 
-0.8037709593772888, -0.890385627746582, -2.638534303130577, 1729718275.2907932, 
-0.8144916296005249, -0.8962754011154175, -2.6383979409084213, 1729718275.3917866, 
-0.82407146692276, -0.9015573859214783, -2.63808229163914, 1729718275.4799538, 
-0.8344805836677551, -0.907132625579834, -2.637756821603557, 1729718275.5810552, 
-0.8445761203765869, -0.9126474857330322, -2.6356715785174174, 1729718275.6901221, 
-0.8535882830619812, -0.9175682067871094, -2.636328451780701, 1729718275.7918437, 
-0.8612033128738403, -0.9218117594718933, -2.6367044380399522, 1729718275.87988, 
-0.8694347739219666, -0.9262571334838867, -2.6367736231273065, 1729718275.9802282, 
-0.8772655129432678, -0.9305831789970398, -2.6371236185011635, 1729718276.0908132, 
-0.8846648931503296, -0.9347407817840576, -2.63638731484136, 1729718276.1918256, 
-0.8905214667320251, -0.9379597902297974, -2.636069800014432, 1729718276.2808042, 
-0.8967201113700867, -0.9412554502487183, -2.635624897791892, 1729718276.3800201, 
-0.9031978845596313, -0.9448172450065613, -2.6354043912979304, 1729718276.49007, 
-0.9086531400680542, -0.9477066397666931, -2.6339406164809085, 1729718276.5880702, 
-0.9137088060379028, -0.9503815770149231, -2.6339953475976334, 1729718276.6799378, 
-0.9190303087234497, -0.9530676603317261, -2.6323132347693683, 1729718276.780421, 
-0.923981785774231, -0.9559153914451599, -2.633574503962041, 1729718276.890777, 
-0.9280959367752075, -0.9583138823509216, -2.6332902636979414, 1729718276.9888337, 
-0.9317992925643921, -0.9601601362228394, -2.6318754996296367, 1729718277.0799246, 
-0.9361259937286377, -0.9625511169433594, -2.6294670147934083, 1729718277.1980534, 
-0.9392038583755493, -0.9644055366516113, -2.6269795578434185, 1729718277.2900777, 
-0.9429939389228821, -0.9663519859313965, -2.624454015542708, 1729718277.3888643, 
-0.9457796812057495, -0.9678990244865417, -2.622362344040005, 1729718277.4801505, 
-0.9486957788467407, -0.9697484374046326, -2.621657177468923, 1729718277.5812025, 
-0.9522865414619446, -0.9716967940330505, -2.620807605477848, 1729718277.6901083, 
-0.9549685120582581, -0.9731885194778442, -2.619637454043038, 1729718277.7880888, 
-0.956936776638031, -0.9743894934654236, -2.615869973849071, 1729718277.879903, 
-0.9594680666923523, -0.9759696125984192, -2.6155800244522456, 1729718277.9814167, 
-0.9626011848449707, -0.9774682521820068, -2.6138673060680726, 1729718278.0908382, 
-0.9653117656707764, -0.9790735840797424, -2.613117484310065, 1729718278.1898296, 
-0.9674108624458313, -0.9804126620292664, -2.6119363700201585, 1729718278.281087, 
-0.9701635837554932, -0.9820515513420105, -2.6107898014928614, 1729718278.3810613, 
-0.9732332229614258, -0.9837333559989929, -2.60862060006848, 1729718278.4901695, 
-0.9758753180503845, -0.9853271245956421, -2.6067793529812535, 1729718278.5898418, 
-0.9780496954917908, -0.9866343140602112, -2.6071145723172156, 1729718278.6818616, 
-0.9810392260551453, -0.9881852269172668, -2.60493963505479, 1729718278.782156, 
-0.9843016862869263, -0.9901444315910339, -2.6023793671563222, 1729718278.8920248, 
-0.9870067834854126, -0.9918280839920044, -2.6009760571167564, 1729718278.9893687, 
-0.9890735745429993, -0.9929786920547485, -2.600698946622779, 1729718279.0814085, 
-0.9920351505279541, -0.9948011636734009, -2.597602556378683, 1729718279.1832602, 
